,Protein families
139741,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
18642,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
6644,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440895,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
96768,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
185717,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
356202,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
233227,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
221166,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
118244,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
462669,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
236292,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63652,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
439551,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
252965,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
434258,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
183355,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
269071,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
169243,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
172854,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
473607,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
26869,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
167998,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
200095,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
89184,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
354643,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
433010,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
120490,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
310215,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
249756,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
464031,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
444809,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
79586,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
205749,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
373235,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
94963,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
100218,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
389316,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440893,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
438616,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
48332,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
262269,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
361930,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440622,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63166,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
70433,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
409053,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
31815,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
25259,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
133930,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
64030,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
41273,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
240334,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
144665,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71600,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
363258,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
465566,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
170422,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
367550,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
314914,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
378391,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
430059,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
44016,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
323558,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
466509,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
123863,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
86780,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
396896,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
62860,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
236368,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
232036,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501732,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
109693,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
465298,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
215262,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
78269,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440306,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
464439,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
189452,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
344431,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
146339,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
384180,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
134606,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
500764,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
217134,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
479644,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
94079,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
194828,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
314747,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
273227,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
2504,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
458141,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
252662,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
44351,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
363276,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
269409,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
346065,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
352374,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
385284,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
407832,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
68774,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
499661,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
444713,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
98495,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
322776,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
215183,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
313099,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
463479,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
381275,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
173636,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
428193,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
40502,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
309118,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
101381,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
344838,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
72100,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
396756,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
238626,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
76196,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
25,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
222677,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
222662,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
247443,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
322102,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
389864,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
23736,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
464049,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
124472,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
106056,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
162390,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
274935,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
242373,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
7969,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
173959,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
50880,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
429898,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
79532,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
72529,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
150787,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
38926,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501889,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
271952,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
413717,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63864,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501992,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
465524,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71918,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
464676,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
314201,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
502209,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
463882,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
326169,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
469639,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
186803,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
428850,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
209882,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
271527,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
18043,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
79523,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
214056,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
480012,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
145624,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
182025,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
53416,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
63137,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
443171,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
313157,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
224985,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
389636,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
343936,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
188007,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
138624,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
471811,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
60006,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
499356,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
97002,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
222784,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
95382,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
479633,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
50858,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
275632,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
438452,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
134291,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
174270,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
159490,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
462761,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
271852,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
193528,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
71472,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
176588,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
390237,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
362728,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
233008,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
252810,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
273458,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
207838,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
275441,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
142435,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
23080,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
363877,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
91297,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
442637,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
469849,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
471441,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
473901,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
148872,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
437711,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
427705,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
276137,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
326374,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
332891,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
500799,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
501939,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
360402,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
358158,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
357757,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
479556,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
264676,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
181846,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
303059,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
171924,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
455248,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
248553,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
363143,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
336880,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
90094,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
456060,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
109029,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
386302,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
86514,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
220269,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
378139,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
275290,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
184032,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
441266,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
72597,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
275216,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
322120,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
88279,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
314371,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
362388,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
329350,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
268839,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
440202,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
96715,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
304410,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
173822,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
360752,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
